query_spectrum_nr;rt_time_query_spectrum;precursor_mz_query_spectrum;SpectrumID_GNPS_results;Compound_Name_GNPS_results;Smiles_GNPS_results;MassDiff_GNPS_results;LibMZ_GNPS_results;InChIKey-Planar_GNPS_results;superclass_GNPS_results;ms2query_model_prediction_ms2query_results;precursor_mz_difference_ms2query_results;precursor_mz_analog_ms2query_results;inchikey_ms2query_results;spectrum_ids_ms2query_results;analog_compound_name_ms2query_results;smiles_ms2query_results;cf_kingdom_ms2query_results;cf_superclass_ms2query_results;cf_class_ms2query_results;cf_subclass_ms2query_results;cf_direct_parent_ms2query_results;npc_class_results_ms2query_results;npc_superclass_results_ms2query_results;npc_pathway_results_ms2query_results
467;149.649.002;218.044;CCMSLIB00006700868;N-[2-(2-methylindol-3-yl)ethyl]-2-(2,3,5,6-tetrafluorophenoxy)acetamide;Cc1[nH]c2ccccc2c1CCN=C(O)COc1c(F)c(F)cc(F)c1F;163.078;381.122;SCLHUQNHVPZCHR;Organoheterocyclic compounds;0.5546;153.029;371.073;WQVBIOASHIQGLA;CCMSLIB00006703439;(2-chloro-4,5-difluorophenyl)-N-[2-(2-methylindol-3-yl)ethyl]carboxamide;;;;;;;;;
606;216.223.999;287.104;CCMSLIB00006684337;PHENYLACETYL-GLUTAMINE;C1=CC=C(C=C1)C/C(=N/[C@@H](CCC(=N)O)C(=O)O)/O;21.986;265.118;JFLIEFSWGNOPJJ;Organic acids and derivatives;0.409;319.336;606.44;MVMSCBBUIHUTGJ;CCMSLIB00005756866;Guanosine-5'-diphosphate-D-mannose sodium salt;C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(C(C(C(O4)CO)O)O)O)O)O)NC(=NC2=O)N;Organic compounds;Nucleosides, nucleotides, and analogues;Purine nucleotides;Purine nucleotide sugars;Purine nucleotide sugars;Purine nucleotides;Nucleosides;Carbohydrates
751;21.904.599;363.163;CCMSLIB00004694082;3,7-Epoxycaryophyllan-6-Ol;CC1(C)CC2C1CCC1(C)OC2(C)CCC1O;101.98;261.183;KSMZUKWIDPCGBS;;0.409;176.004;539.167;YTDNHMHONBWCBV;CCMSLIB00005722955;7-methoxy-8-(3-prop-1-en-2-yloxiran-2-yl)chromen-2-one [IIN-based on: CCMSLIB00000848780];COC1=CC=C2C=CC(=O)OC2=C1C3OC3C(C)=C;Organic compounds;Phenylpropanoids and polyketides;Coumarins and derivatives;;Coumarins and derivatives;Simple coumarins;Coumarins;Shikimates and Phenylpropanoids
475;303.969.025;221.079;CCMSLIB00004709000;3-(2,6-dihydroxyphenyl)-4-hydroxy-6-methyl-3H-2-benzofuran-1-one;Cc1cc(O)c2c(c1)C(=O)OC2c1c(O)cccc1O;73.979;295.058;GYCHRCQMZRMPJA;Organoheterocyclic compounds;0.3459;124.976;346.055;ZOOGRGPOEVQQDX;CCMSLIB00004719816;Guanosine cyclic monophosphate;[C@@H]14O[P](OC[C@H]1O[C@@H]([N]2C3=C(N=C2)C(=O)N=C(N3)N)[C@@H]4O)(O)=O;Organic compounds;Nucleosides, nucleotides, and analogues;Purine nucleotides;Cyclic purine nucleotides;3',5'-cyclic purine nucleotides;Purine nucleotides;Nucleosides;Carbohydrates
460;64.125;215.019;CCMSLIB00005738341;Massbank:RP001101 L-Lysine;C(CCN)C[C@@H](C(=O)O)N;67.906;147.113;KDXKERNSBIXSRK;Organic acids and derivatives;0.409;291.313;506.332;CTXQVLLVFBNZKL;CCMSLIB00005727316;2-[2-[(3R,4R,5S,7S,14R,16S)-17-amino-4,14,16-trihydroxy-3,7-dimethylheptadecan-5-yl]oxy-2-oxoethyl]butanedioic acid;CC[C@@H](C)[C@H]([C@H](C[C@@H](C)CCCCCC[C@H](C[C@@H](CN)O)O)OC(=O)CC(CC(=O)O)C(=O)O)O;Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Tricarboxylic acids and derivatives;Tricarboxylic acids and derivatives;Open-chain polyketides;Linear polyketides;Polyketides
698;393.360.016;332.184;CCMSLIB00006521365;Sinapine;O=C(OCC[N+](C)(C)C)C=CC1=CC(OC)=C(O)C(OC)=C1;21.014;311.17;HUJXHFRXWWGYQH;Phenylpropanoids and polyketides;0.409;262.123;594.307;KMDKLWZQLMBIBS;CCMSLIB00005727910;(6aR,9R)-N-[(2S)-1-[(3S,8aR)-3-benzyl-1,4-dioxo-6,7,8,8a-tetrahydro-3H-pyrrolo[1,2-a]pyrazin-2-yl]-3-methyl-1-oxobutan-2-yl]-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinoline-9-carbo;CC(C)[C@@H](C(=O)N1[C@H](C(=O)N2CCC[C@@H]2C1=O)CC3=CC=CC=C3)NC(=O)[C@H]4CN([C@@H]5CC6=CNC7=CC=CC(=C67)C5=C4)C;Organic compounds;Alkaloids and derivatives;Ergoline and derivatives;Lysergic acids and derivatives;Ergopeptams;Ergot alkaloids;Tryptophan alkaloids;Alkaloids
699;228.938.995;333.002;CCMSLIB00006699959;2-(4-Ethoxyphenyl)-4-oxo-4H-chromen-3-yl 4-bromobenzenesulfonate;CCOc1ccc(-c2oc3ccccc3c(=O)c2OS(=O)(=O)c2ccc(Br)cc2)cc1;167.998;501.0;GAPQZHJGHFTHBZ;Phenylpropanoids and polyketides;0.5537;79.916;253.086;KIEVPIBIYKKJRJ;CCMSLIB00006697929;3'-Methoxyflavone;COC1=CC=CC(=C1)C2=CC(=O)C3=CC=CC=C3O2;Organic compounds;Phenylpropanoids and polyketides;Flavonoids;O-methylated flavonoids;3'-O-methylated flavonoids;Flavones;Flavonoids;Shikimates and Phenylpropanoids
607;33.126.001;293.148;CCMSLIB00005775494;Massbank:AU275806 Benzophenone-3|Oxybenzone|(2-hydroxy-4-methoxyphenyl)-phenylmethanone;COC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1;64.062;229.086;DXGLGDHPHMLXJC;Benzenoids;0.409;180.532;473.68;ZAKOWWREFLAJOT;CCMSLIB00005759489;alpha-;CC1=C(C(=C(C2=C1O[C@](CC2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)OC(=O)C)C;Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Quinone and hydroquinone lipids;Vitamin E compounds;Prenyl quinone meroterpenoids;Meroterpenoids;Terpenoids
477;323.743.988;223.131;CCMSLIB00006681240;HYDROXYPHENYLLACTIC ACID;C1=C(C=CC(=C1)O)CC(C(=O)O)O;40.066;183.065;JVGVDSSUAVXRDY;;0.3459;74.148;297.279;RVWOWEQKPMPWMQ;CCMSLIB00003139100;Methyl 12-hydroxystearate;CCCCCCC(CCCCCCCCCCC(=O)OC)O;Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Fatty alcohols;Fatty alcohols;Hydroxy fatty acids;Fatty Acids and Conjugates;Fatty acids
694;376.076.996;332.184;CCMSLIB00004718553;Juarezic Acid;O=C(O)/C=C/C=C/c1ccccc1;157.109;175.075;FEIQOMCWGDNMHM;Benzenoids;0.409;216.123;548.307;QUCGBWQRLWOVBR;CCMSLIB00004708956;(2S,3R,5S,9R)-2,3-dihydroxy-14-(hydroxymethyl)-5,9-dimethyl-14-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}tetracyclo[11.2.1.0,?.0?,?]hexadecane-5-carboxylic acid;C[C@]12CCC[C@@](C)(C1[C@@H](O)[C@@H](O)C34CC(CCC23)C(CO)(C4)O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C(O)=O;Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Terpene glycosides;Diterpene glycosides;Kaurane and Phyllocladane diterpenoids;Diterpenoids;Terpenoids
826;328.770.996;435.127;CCMSLIB00004710951;(2S,3S,4S,5R,6R)-6-(3-benzoyloxy-2-hydroxypropoxy)-3,4,5-trihydroxyoxane-2-carboxylic acid;O=C(OCC(O)CO[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1;40.032;395.095;DLZMKPZOEYKXHQ;Organic oxygen compounds;0.6073;80.101;515.228;KPDOJFFZKAUIOE;CCMSLIB00006419261;Nomilin;O=C(OC1CC(=O)OC(C)(C)C2CC(=O)C3(C)C(CCC4(C)C(OC(=O)C5OC534)C6=COC=C6)C12C)C;Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Triterpenoids;Limonoids;Limonoids;Triterpenoids;Terpenoids
434;206.302.994;197.129;CCMSLIB00004709000;3-(2,6-dihydroxyphenyl)-4-hydroxy-6-methyl-3H-2-benzofuran-1-one;Cc1cc(O)c2c(c1)C(=O)OC2c1c(O)cccc1O;97.929;295.058;GYCHRCQMZRMPJA;Organoheterocyclic compounds;0.2939;129.949;327.078;XZZNDPSIHUTMOC;CCMSLIB00000569029;phosphoric acid triphenyl ester;O=P(Oc1ccccc1)(Oc2ccccc2)Oc3ccccc3;Organic compounds;Organic acids and derivatives;Organic phosphoric acids and derivatives;Phosphate esters;Aryl phosphotriesters;;;Shikimates and Phenylpropanoids
836;352.753.998;463.158;CCMSLIB00003138770;Spectral Match to Baicalin from NIST14;;16.066;447.092;;;0.4887;12.036;475.194;XTMCUUVQSGQNSI;CCMSLIB00004701779;[5-ethenyl-3-hydroxy-4-(3-hydroxyprop-1-en-2-yl)-2-(3-methoxy-3-oxoprop-1-en-2-yl)-5-methylcyclohexyl] 4-acetyloxy-3-hydroxy-2-methylidenebutanoate;COC(=O)C(=C)C1C(O)C(C(=C)CO)C(C)(CC1OC(=O)C(=C)C(O)COC(C)=O)C=C;Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Sesquiterpenoids;Elemane sesquiterpenoids;Elemane sesquiterpenoids;Sesquiterpenoids;Terpenoids
405;76.723.999;166.081;CCMSLIB00006540487;(E)-1-(4-methylquinazolin-2(1H)-ylidene)guanidine;N=C(N=C1N=C(C=2C=CC=CC2N1)C)N;36.029;202.11;ONQKSKDLYYDFLL;Organoheterocyclic compounds;0.3453;174.919;341.0;XPYBSIWDXQFNMH;CCMSLIB00000218268;D-Fructose 1,6-bisphosphate;C([C@H]([C@H]([C@@H](C(=O)COP(=O)(O)O)O)O)O)OP(=O)(O)O;Organic compounds;Organic oxygen compounds;Organooxygen compounds;Carbohydrates and carbohydrate conjugates;Hexose phosphates;Monosaccharides;Saccharides;Carbohydrates
578;522.497.986;273.219;CCMSLIB00006707849;EPIANDROSTERONE;CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O;0.00228882;273.221;QGXBDMJGAMFCBF;Lipids and lipid-like molecules;0.5521;184.149;457.368;CFQGYRORPAAHOS;CCMSLIB00005724885;(1R,3aS,9bS,11aR)-7-hydroxy-1-[(2R,4E)-6-hydroxy-6-methylhept-4-en-2-yl]-3a,6,6,9b,11a-pentamethyl-1H,2H,3H,3aH,3bH,4H,6H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthren-4-one;C[C@H](C/C=C/C(C)(C)O)[C@@H](CC1)[C@@](C)(CC[C@@]2(C)C(CCC(C3(C)C)O)C3=C3)[C@]1(C)C2C3=O;;;;;;Cucurbitane triterpenoids;Triterpenoids;Terpenoids
715;196.403;341.118;CCMSLIB00006541888;2-(2-amino-4-hydroxy-6-methylpyrimidin-5-yl)acetic acid;O=C(O)CC1=C(O)N=C(N=C1C)N;13.506.799.999.999.900;206.05;RJXQOURJIQZYIP;Organoheterocyclic compounds;0.5286;68.048;273.07;AYMYWHCQALZEGT;CCMSLIB00006440491;butein;O=C(C=CC1=CC=C(O)C(O)=C1)C2=CC=C(O)C=C2O;Organic compounds;Phenylpropanoids and polyketides;Linear 1,3-diarylpropanoids;Chalcones and dihydrochalcones;2'-Hydroxychalcones;Chalcones;Flavonoids;Shikimates and Phenylpropanoids
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
